id,filename,path,text,duration,loudness,breathiness,pitch,brightness,tonality,speed,semantic_score
0,voice_0000.wav,final_project_data\audio\voice_0000.wav,"本当に怒るよ?
",1.6045833333333333,0.054524828,0.03605197123344371,194.42147065169735,2019.5895378607731,0.9978858,4.985717995325889,0
1,voice_0001.wav,final_project_data\audio\voice_0001.wav,"花から漂ってくる甘い匂いで…んっ、身体が敏感になってきちゃって…
",8.178854166666667,0.045706306,0.13833574397001303,381.356845985819,5679.414303645256,0.97823566,4.034795012545054,2
2,voice_0002.wav,final_project_data\audio\voice_0002.wav,"ん…そうだな。剣に隠し事はできんか
",5.908458333333333,0.034689832,0.13222814897337545,338.41365396518154,6184.719856244332,0.8964698,3.046479975740993,0
3,voice_0003.wav,final_project_data\audio\voice_0003.wav,"ちょ、ちょっとおじいちゃん!急に激しく手を動かさないで!髪、引っ張られて…痛いから!
",8.751451247165534,0.04497188,0.1386900074602122,317.40969400191625,4908.221919301042,0.95680904,4.9134707816520224,0
4,voice_0004.wav,final_project_data\audio\voice_0004.wav,"たった一回やらせてあげただけで、獲物を手放すとはな。用心棒失格じゃないのか?
",7.819166666666667,0.040236793,0.10587454231948229,416.3956381652488,5878.826373281095,0.98576,4.98774379196419,0
5,voice_0005.wav,final_project_data\audio\voice_0005.wav,"か、返してってば…華琳のパンツ…
",3.3601814058956916,0.038110785,0.13466796875,342.43575644714184,5003.014391564097,0.958372,5.059250661339956,0
6,voice_0006.wav,final_project_data\audio\voice_0006.wav,"あんっ、んっ、んんっ…はぁっ、ふぅっ…あぁっ、すごいっ…腰、浮いちゃうっ…
",10.844897959183674,0.04378485,0.12315132018716578,282.6382610407658,4754.357237563582,0.96546376,3.503951825366955,11
7,voice_0007.wav,final_project_data\audio\voice_0007.wav,"…あれ?
",2.5261875,0.02506222,0.16256263185654007,257.31151413024315,7079.307442141037,0.828706,1.9792671763279648,0
8,voice_0008.wav,final_project_data\audio\voice_0008.wav,"ふあぁっ、あっ…の、もうっ…い、イッちゃうっ…イクッ…ああぁぁっ…!
",10.917854166666666,0.036125347,0.1312856674194336,383.78529120240177,5410.747122909807,0.9800299,3.2057581522620633,5
9,voice_0009.wav,final_project_data\audio\voice_0009.wav,"はぁんっ、んんっ…あっ、あっ、あふぅぅんっ
",5.047324263038549,0.054086886,0.10661817528735633,322.5424184888324,4983.039477798027,0.9500924,4.3587451198857075,11
10,voice_0010.wav,final_project_data\audio\voice_0010.wav,"イくううぅぅーっっ!
",4.206083333333333,0.04783498,0.10957896558544304,352.9247153415182,5074.440926072531,0.9386556,2.6152596437699365,0
11,voice_0011.wav,final_project_data\audio\voice_0011.wav,"ああぁぁっ、イくっ、んっ、ひゃああぁぁっ!
",7.416,0.058365963,0.07735399268139367,282.22449345073625,3743.4387403572664,0.99940443,2.96655879180151,6
12,voice_0012.wav,final_project_data\audio\voice_0012.wav,"シャーベも魔法得意だよ?
",2.1139375,0.051536407,0.11267028501884423,209.87717537797332,4423.72589814329,0.9799215,6.149661472962185,0
13,voice_0013.wav,final_project_data\audio\voice_0013.wav,"そうだよ。記憶を引き継げるのは、お兄ちゃんの能力
",4.89025,0.04775831,0.11208022705610021,209.32373209010208,4920.796027544213,0.95596343,5.112213077041051,0
14,voice_0014.wav,final_project_data\audio\voice_0014.wav,"ふふふっ、一秒たりとも無駄にしたくないよ
",3.606875,0.05156681,0.06973491657448377,189.94651337579407,3085.5726422912653,0.9902857,5.822214520880263,0
15,voice_0015.wav,final_project_data\audio\voice_0015.wav,"リーズ…あなた、その格好…。まさか、衛兵に…?
",5.619354166666667,0.03503716,0.11519731380455409,404.14418820096273,5347.808333071172,0.9533094,4.270953438451186,0
