id,filename,text,duration,loudness,roughness,brightness,path
0,voice_0000.wav,"本当に怒るよ?
",1.6045833333333333,0.054524828,0.03605197123344371,2019.5895378607731,final_project_data\audio\voice_0000.wav
1,voice_0001.wav,"花から漂ってくる甘い匂いで…んっ、身体が敏感になってきちゃって…
",8.178854166666667,0.045706306,0.13833574397001303,5679.414303645256,final_project_data\audio\voice_0001.wav
2,voice_0002.wav,"ん…そうだな。剣に隠し事はできんか
",5.908458333333333,0.034689832,0.13222814897337545,6184.719856244332,final_project_data\audio\voice_0002.wav
3,voice_0003.wav,"ちょ、ちょっとおじいちゃん!急に激しく手を動かさないで!髪、引っ張られて…痛いから!
",8.751451247165534,0.04497188,0.1386900074602122,4908.221919301042,final_project_data\audio\voice_0003.wav
4,voice_0004.wav,"たった一回やらせてあげただけで、獲物を手放すとはな。用心棒失格じゃないのか?
",7.819166666666667,0.040236793,0.10587454231948229,5878.826373281095,final_project_data\audio\voice_0004.wav
5,voice_0005.wav,"か、返してってば…華琳のパンツ…
",3.3601814058956916,0.038110785,0.13466796875,5003.014391564097,final_project_data\audio\voice_0005.wav
6,voice_0006.wav,"あんっ、んっ、んんっ…はぁっ、ふぅっ…あぁっ、すごいっ…腰、浮いちゃうっ…
",10.844897959183674,0.04378485,0.12315132018716578,4754.357237563582,final_project_data\audio\voice_0006.wav
7,voice_0007.wav,"…あれ?
",2.5261875,0.02506222,0.16256263185654007,7079.307442141037,final_project_data\audio\voice_0007.wav
8,voice_0008.wav,"ふあぁっ、あっ…の、もうっ…い、イッちゃうっ…イクッ…ああぁぁっ…!
",10.917854166666666,0.036125347,0.1312856674194336,5410.747122909807,final_project_data\audio\voice_0008.wav
9,voice_0009.wav,"はぁんっ、んんっ…あっ、あっ、あふぅぅんっ
",5.047324263038549,0.054086886,0.10661817528735633,4983.039477798027,final_project_data\audio\voice_0009.wav
10,voice_0010.wav,"イくううぅぅーっっ!
",4.206083333333333,0.04783498,0.10957896558544304,5074.440926072531,final_project_data\audio\voice_0010.wav
11,voice_0011.wav,"ああぁぁっ、イくっ、んっ、ひゃああぁぁっ!
",7.416,0.058365963,0.07735399268139367,3743.4387403572664,final_project_data\audio\voice_0011.wav
12,voice_0012.wav,"シャーベも魔法得意だよ?
",2.1139375,0.051536407,0.11267028501884423,4423.72589814329,final_project_data\audio\voice_0012.wav
13,voice_0013.wav,"そうだよ。記憶を引き継げるのは、お兄ちゃんの能力
",4.89025,0.04775831,0.11208022705610021,4920.796027544213,final_project_data\audio\voice_0013.wav
14,voice_0014.wav,"ふふふっ、一秒たりとも無駄にしたくないよ
",3.606875,0.05156681,0.06973491657448377,3085.5726422912653,final_project_data\audio\voice_0014.wav
15,voice_0015.wav,"リーズ…あなた、その格好…。まさか、衛兵に…?
",5.619354166666667,0.03503716,0.11519731380455409,5347.808333071172,final_project_data\audio\voice_0015.wav
16,voice_0016.wav,"次の作戦は6時間後じゃ。せいぜい休んで、わしを楽しませるよう努力することじゃな
",10.289977324263038,0.045546323,0.14036847343573844,4199.927975228649,final_project_data\audio\voice_0016.wav
17,voice_0017.wav,"クッソ邪魔ですー。通り道を塞ぐとか、人の迷惑、考えられないんですか?
",7.5206575963718825,0.038109377,0.11291956018518519,4637.076645462653,final_project_data\audio\voice_0017.wav
18,voice_0018.wav,"んっ、んっ、はぁ…水着でセックスなんて…んふふ、いつかしてみたいと思ってました…
",9.843479166666667,0.045306146,0.10179579580850487,4226.451702677867,final_project_data\audio\voice_0018.wav
19,voice_0019.wav,"んんーっ!
",4.236354166666667,0.049743038,0.12371304766017588,4379.065598820735,final_project_data\audio\voice_0019.wav
20,voice_0020.wav,"はい。子供の頃はよく、夏休みに遊びに行っていました
",4.988548752834467,0.047518287,0.10601380813953488,4144.336459456332,final_project_data\audio\voice_0020.wav
21,voice_0021.wav,"やっ、あっ…いぃぃ…いやぁ…聞かないで、ください…
",8.13358276643991,0.024243442,0.15028335636590584,5589.626221596554,final_project_data\audio\voice_0021.wav
22,voice_0022.wav,"ひゃううっ!?
",1.4,0.0399873,0.1114206025094697,6305.843601943982,final_project_data\audio\voice_0022.wav
23,voice_0023.wav,"これ以上、おしっこ我慢するなんて…限界なのぉ…
",7.349115646258503,0.041925624,0.0926340385942429,4187.289744092463,final_project_data\audio\voice_0023.wav
